megye;jaras;cim;telepules_tipusa;lakossag;vedett;lats;longs;location_levels
SOM;Kaposvári;Somogyszil;község;700;338;46.5218216;17.9967128;LocLevel.PRECISE
BEK;Mezőkovácsházai;Végegyháza;község;1253;605;46.3872782;20.8713265;LocLevel.PRECISE
ZAL;Lenti;Márokföld;község;58;28;46.7162276;16.4404923;LocLevel.PRECISE
FEJ;Enyingi;Mezőkomárom;község;957;462;46.8290114;18.2898184;LocLevel.PRECISE
BAR;Szigetvári;Vásárosbéc;község;232;112;46.1805653;17.7253954;LocLevel.PRECISE
SOM;Kaposvári;Somodor;község;404;195;46.4760877;17.8421131;LocLevel.PRECISE
ZAL;Nagykanizsai;Galambok;község;1355;654;46.5222609;17.1257806;LocLevel.PRECISE
BAR;Szigetvári;Ibafa;község;230;111;46.1549405;17.9171799;LocLevel.PRECISE
BOR;Encsi;Forró;község;2708;1306;48.3224482;21.08665;LocLevel.PRECISE
BOR;Sárospataki;Györgytarló;község;585;282;48.2056649;21.6316956;LocLevel.PRECISE
SOM;Kaposvári;Felsőmocsolád;község;386;186;46.5763073;17.8249896;LocLevel.PRECISE
SZO;Kunszentmártoni;Nagyrév;község;654;315;46.9456379;20.1426865;LocLevel.PRECISE
HAJ;Berettyóújfalui;Furta;község;1186;571;47.1294946;21.4576769;LocLevel.PRECISE
HAJ;Püspökladányi;Sárrétudvari;nagyközség;2950;1420;47.2392356;21.1895381;LocLevel.PRECISE
VES;Balatonalmádi;Papkeszi;község;1608;774;47.0820136;18.0817311;LocLevel.PRECISE
SZA;Tiszavasvári;Szorgalmatos;község;998;480;47.9885971;21.3685792;LocLevel.PRECISE
SZO;Jászapáti;Jászivány;község;391;188;47.5222439;20.2464747;LocLevel.PRECISE
SOM;Marcali;Hollád;község;260;125;46.6398175;17.3084075;LocLevel.PRECISE
SOM;Marcali;Somogyzsitfa;község;572;275;46.5530939;17.2964954;LocLevel.PRECISE
SOM;Fonyódi;Öreglak;község;1574;756;46.6055398;17.6286333;LocLevel.PRECISE
SOM;Kaposvári;Hajmás;község;248;119;46.3743383;18.2892032;LocLevel.PRECISE
VAS;Celldömölki;Kissomlyó;község;248;119;47.1440505;17.102509;LocLevel.PRECISE
BAC;Bajai;Érsekcsanád;község;2972;1426;46.2519797;18.9822596;LocLevel.PRECISE
SOM;Barcsi;Lad;község;615;295;46.1396459;17.64575;LocLevel.PRECISE
BOR;Putnoki;Bánréve;község;1228;589;48.2971444;20.3555872;LocLevel.PRECISE
ZAL;Lenti;Külsősárd;község;73;35;46.6274737;16.4863243;LocLevel.PRECISE
BOR;Szikszói;Homrogd;község;924;443;48.2780375;20.913988;LocLevel.PRECISE
HAJ;Nyíradonyi;Nyírábrány;nagyközség;3882;1861;47.5494817;22.0207822;LocLevel.PRECISE
BOR;Kazincbarcikai;Szuhakálló;község;993;476;48.2840742;20.6515171;LocLevel.PRECISE
SZA;Fehérgyarmati;Szamossályi;község;749;359;47.9063781;22.6103075;LocLevel.PRECISE
SOM;Fonyódi;Buzsák;község;1540;738;46.6487053;17.5774653;LocLevel.PRECISE
BEK;Mezőkovácsházai;Almáskamarás;község;862;413;46.4608384;21.0928908;LocLevel.PRECISE
SZA;Csengeri;Porcsalma;nagyközség;2808;1345;47.8824619;22.5682954;LocLevel.PRECISE
BOR;Encsi;Szalaszend;község;1065;510;48.3900738;21.125055;LocLevel.PRECISE
HEV;Füzesabonyi;Szihalom;község;2051;981;47.7748385;20.4815867;LocLevel.PRECISE
BOR;Putnoki;Királd;község;759;363;48.2496898;20.3883064;LocLevel.PRECISE
BEK;Orosházi;Békéssámson;község;2384;1140;46.4159576;20.622012;LocLevel.PRECISE
BOR;Szikszói;Hernádkércs;község;320;153;48.2419045;21.0485995;LocLevel.PRECISE
SZA;Vásárosnaményi;Barabás;község;1023;489;48.2303469;22.4307276;LocLevel.PRECISE
ZAL;Zalaegerszegi;Zalaigrice;község;113;54;46.7468833;17.0094819;LocLevel.PRECISE
BOR;Miskolci;Gesztely;község;2708;1294;48.1027448;20.9648967;LocLevel.PRECISE
BOR;Putnoki;Felsőnyárád;község;1005;480;48.3289306;20.5985989;LocLevel.PRECISE
SZA;Záhonyi;Tiszamogyorós;község;691;330;48.3204417;22.2312938;LocLevel.PRECISE
VAS;Sárvári;Nemesládony;község;155;74;47.4003561;16.8871237;LocLevel.PRECISE
BOR;Edelényi;Szalonna;község;1010;482;48.4472052;20.739375;LocLevel.PRECISE
HAJ;Balmazújvárosi;Egyek;nagyközség;5281;2520;47.6314647;20.8881462;LocLevel.PRECISE
SZA;Tiszavasvári;Tiszavasvári;város;12963;6185;47.956619;21.3680532;LocLevel.PRECISE
TOL;Szekszárdi;Sárpilis;község;633;302;46.2477636;18.7411445;LocLevel.PRECISE
SZA;Záhonyi;Komoró;község;1306;623;-12.2045176;44.2832964;LocLevel.PRECISE
HEV;Hevesi;Tarnaszentmiklós;község;824;393;47.5287171;20.3809401;LocLevel.PRECISE
HEV;Egri;Szúcs;község;390;186;48.0478451;20.2494915;LocLevel.PRECISE
VES;Sümegi;Zalaszegvár;község;151;72;47.0980688;17.2240422;LocLevel.PRECISE
BOR;Szerencsi;Legyesbénye;község;1491;710;48.1602248;21.1495954;LocLevel.PRECISE
CSO;Makói;Csanádpalota;város;2783;1325;46.2440484;20.723398;LocLevel.PRECISE
VES;Pápai;Békás;község;227;108;47.3317525;17.350161;LocLevel.PRECISE
HEV;Füzesabonyi;Sarud;község;1152;548;47.5884589;20.5967429;LocLevel.PRECISE
TOL;Szekszárdi;Medina;község;780;371;29.2836281;-99.1126826;LocLevel.PRECISE
BAR;Siklósi;Siklósbodony;község;164;78;45.9115714;18.1213821;LocLevel.PRECISE
CSO;Makói;Csanádalberti;község;471;224;46.3259246;20.7083426;LocLevel.PRECISE
SOM;Csurgói;Iharos;község;511;243;46.3383129;17.0960146;LocLevel.PRECISE
BAR;Szigetvári;Teklafalu;község;347;165;45.94974;17.7282742;LocLevel.PRECISE
BAC;Kecskeméti;Ladánybene;község;1729;822;47.0350187;19.4557131;LocLevel.PRECISE
SOM;Marcali;Tapsony;község;663;315;46.4535213;17.3354013;LocLevel.PRECISE
BOR;Encsi;Csobád;község;701;333;48.2819349;21.0277433;LocLevel.PRECISE
BOR;Cigándi;Semjén;község;560;266;48.350286;21.9713484;LocLevel.PRECISE
ZAL;Lenti;Kányavár;község;139;66;46.5728354;16.6805803;LocLevel.PRECISE
SZO;Kunszentmártoni;Tiszainoka;község;394;187;46.9060986;20.1522487;LocLevel.PRECISE
ZAL;Letenyei;Bánokszentgyörgy;község;609;289;46.5458074;16.7834159;LocLevel.PRECISE
SOM;Marcali;Mesztegnyő;község;1330;631;46.5044952;17.4239393;LocLevel.PRECISE
NOG;Salgótarjáni;Ságújfalu;község;995;472;48.1032679;19.6798175;LocLevel.PRECISE
BOR;Miskolci;Berzék;község;1029;488;48.0244838;20.9573107;LocLevel.PRECISE
BAR;Szigetvári;Dencsháza;község;589;279;45.9932522;17.834891;LocLevel.PRECISE
BAR;Szigetvári;Várad;község;133;63;45.9749571;17.7458447;LocLevel.PRECISE
VES;Devecseri;Dabrony;község;454;215;47.242302;17.3280425;LocLevel.PRECISE
BOR;Edelényi;Ládbesenyő;község;283;134;48.3434334;20.7861181;LocLevel.PRECISE
BAC;Bajai;Dunafalva;község;902;427;46.0838489;18.7725538;LocLevel.PRECISE
SZA;Fehérgyarmati;Kisnamény;község;298;141;47.9553522;22.6938783;LocLevel.PRECISE
SZA;Mátészalkai;Ököritófülpös;nagyközség;1837;869;47.919036;22.5090032;LocLevel.PRECISE
SZA;Fehérgyarmati;Milota;község;979;463;48.1035853;22.7803098;LocLevel.PRECISE
BEK;Békéscsabai;Csabaszabadi;község;292;138;46.5746387;20.9531699;LocLevel.PRECISE
BAR;Pécsváradi;Szellő;község;146;69;46.0733867;18.4603315;LocLevel.PRECISE
VAS;Szentgotthárdi;Szakonyfalu;község;383;181;46.926214;16.2278362;LocLevel.PRECISE
SZA;Nyírbátori;Encsencs;község;1956;923;47.744204;22.1144108;LocLevel.PRECISE
BOR;Edelényi;Perkupa;község;816;385;48.4707905;20.6905495;LocLevel.PRECISE
SOM;Csurgói;Őrtilos;község;460;217;46.2814732;16.9262098;LocLevel.PRECISE
SZO;Jászapáti;Jászapáti;város;8560;4035;47.5137098;20.1405637;LocLevel.PRECISE
VAS;Kőszegi;Kiszsidány;község;104;49;47.4110791;16.6388556;LocLevel.PRECISE
PES;Dabasi;Táborfalva;község;3522;1658;47.104349;19.4828926;LocLevel.PRECISE
BOR;Tiszaújvárosi;Nagycsécs;község;837;394;47.9589129;20.9516929;LocLevel.PRECISE
BOR;Szerencsi;Monok;község;1500;706;48.2121842;21.1497677;LocLevel.PRECISE
SOM;Kaposvári;Gadács;község;102;48;46.5376304;18.0061193;LocLevel.PRECISE
BAR;Bólyi;Pócsa;község;170;80;45.9094142;18.4704151;LocLevel.PRECISE
SZO;Kunhegyesi;Kunhegyes;város;7621;3586;47.3699089;20.6318292;LocLevel.PRECISE
SZO;Szolnoki;Csataszög;község;321;151;47.2825945;20.3833751;LocLevel.PRECISE
NOG;Rétsági;Legénd;község;489;230;47.8779897;19.3110409;LocLevel.PRECISE
BAR;Szigetvári;Patapoklosi;község;353;166;46.0733963;17.748131;LocLevel.PRECISE
FEJ;Enyingi;Mezőszentgyörgy;község;1359;639;46.994048;18.2738432;LocLevel.PRECISE
SZA;Fehérgyarmati;Tiszakóród;község;817;384;48.1062706;22.7116024;LocLevel.PRECISE
VAS;Vasvári;Nagytilaj;község;149;70;46.9795134;16.962713;LocLevel.PRECISE
SOM;Csurgói;Iharosberény;község;1308;614;46.3635026;17.1114138;LocLevel.PRECISE
BOR;Cigándi;Tiszakarád;község;2435;1143;48.2028406;21.7200178;LocLevel.PRECISE
SOM;Barcsi;Heresznye;község;275;129;46.0555387;17.2760401;LocLevel.PRECISE
BAC;Kiskunfélegyházi;Pálmonostora;község;1844;865;46.6264137;19.9443532;LocLevel.PRECISE
SZA;Fehérgyarmati;Nemesborzova;község;113;53;47.9932554;22.6327517;LocLevel.PRECISE
VES;Ajkai;Öcs;község;209;98;47.001558;17.6137697;LocLevel.PRECISE
BEK;Sarkadi;Körösnagyharsány;község;546;256;47.0074869;21.6440958;LocLevel.PRECISE
BEK;Orosházi;Gádoros;nagyközség;3605;1690;46.6706884;20.599598;LocLevel.PRECISE
ZAL;Zalaegerszegi;Bezeréd;község;160;75;46.8692369;17.0129556;LocLevel.PRECISE
TOL;Tamási;Felsőnyék;község;1088;510;46.7892418;18.2914759;LocLevel.PRECISE
SOM;Kaposvári;Kaposhomok;község;491;230;46.3620469;17.9209234;LocLevel.PRECISE
VES;Devecseri;Nagypirit;község;269;126;47.2003219;17.2253537;LocLevel.PRECISE
SOM;Marcali;Pusztakovácsi;község;865;405;46.5303827;17.5739763;LocLevel.PRECISE
HAJ;Hajdúnánási;Polgár;város;8168;3823;47.8707939;21.1141032;LocLevel.PRECISE
HEV;Hevesi;Erdőtelek;község;3334;1560;47.6867102;20.3144529;LocLevel.PRECISE
SZA;Tiszavasvári;Tiszaeszlár;község;2612;1222;48.0355119;21.4577541;LocLevel.PRECISE
ZAL;Zalaszentgróti;Batyk;község;404;189;46.9898926;17.035743;LocLevel.PRECISE
SZO;Kunhegyesi;Tomajmonostora;község;761;356;47.4340436;20.7039118;LocLevel.PRECISE
SOM;Kaposvári;Somogyfajsz;község;543;254;46.5023272;17.5687406;LocLevel.PRECISE
HAJ;Berettyóújfalui;Komádi;város;5478;2562;47.0013136;21.488646;LocLevel.PRECISE
BAR;Sellyei;Kisszentmárton;község;263;123;45.823917;18.0236928;LocLevel.PRECISE
BAR;Mohácsi;Székelyszabar;község;586;274;46.0457495;18.6031429;LocLevel.PRECISE
TOL;Bonyhádi;Bátaapáti;község;411;192;46.2219082;18.5989117;LocLevel.PRECISE
FEJ;Sárbogárdi;Sárkeresztúr;község;2626;1226;47.0061553;18.5481491;LocLevel.PRECISE
BAC;Kiskunfélegyházi;Bugac;nagyközség;2727;1273;46.6888994;19.6821439;LocLevel.PRECISE
BOR;Kazincbarcikai;Ormosbánya;község;1556;726;48.3361933;20.6482777;LocLevel.PRECISE
SZA;Nagykállói;Bököny;község;3126;1457;47.7322591;21.7524577;LocLevel.PRECISE
BOR;Kazincbarcikai;Felsőtelekes;község;713;332;48.4074667;20.6360117;LocLevel.PRECISE
SOM;Fonyódi;Somogyvámos;község;771;359;46.5689513;17.6828598;LocLevel.PRECISE
SZA;Nagykállói;Biri;község;1351;629;12.74184485;124.37800382051503;LocLevel.PRECISE
HEV;Bélapátfalvai;Mónosbél;község;406;189;48.0377177;20.3363779;LocLevel.PRECISE
TOL;Tamási;Miszla;község;275;128;46.6314672;18.4834395;LocLevel.PRECISE
CSO;Makói;Kövegy;község;376;175;46.223348;20.6845186;LocLevel.PRECISE
SZA;Mátészalkai;Nyírcsaholy;község;2323;1081;47.9025711;22.3351647;LocLevel.PRECISE
SZO;Jászapáti;Jászdózsa;község;2163;1006;47.566305;20.0157116;LocLevel.PRECISE
SZO;Szolnoki;Zagyvarékas;község;3801;1767;47.2677137;20.12777;LocLevel.PRECISE
HAJ;Derecskei;Létavértes;város;7534;3502;47.3853112;21.8764089;LocLevel.PRECISE
ZAL;Letenyei;Valkonya;község;71;33;46.5010028;16.8099646;LocLevel.PRECISE
SZA;Fehérgyarmati;Szatmárcseke;község;1659;771;48.0851966;22.6297402;LocLevel.PRECISE
SZO;Szolnoki;Vezseny;község;650;302;47.0336491;20.2199129;LocLevel.PRECISE
BOR;Tiszaújvárosi;Nemesbikk;község;913;424;47.8875203;20.9656309;LocLevel.PRECISE
HEV;Pétervásárai;Szajla;község;612;284;47.9614963;20.1417868;LocLevel.PRECISE
BOR;Cigándi;Ricse;nagyközség;1850;858;48.3232066;21.9724499;LocLevel.PRECISE
SOM;Marcali;Táska;község;419;194;46.6180703;17.5231793;LocLevel.PRECISE
BAR;Sellyei;Sósvertike;község;162;75;45.8354028;17.8617134;LocLevel.PRECISE
TOL;Tamási;Iregszemcse;község;2617;1211;46.6930094;18.183599;LocLevel.PRECISE
BOR;Putnoki;Hét;község;467;216;48.2828158;20.3894798;LocLevel.PRECISE
BAR;Pécsi;Kovácsszénája;község;80;37;46.1720999;18.1092839;LocLevel.PRECISE
SOM;Kaposvári;Gálosfa;község;238;110;46.2561956;17.8855267;LocLevel.PRECISE
VES;Devecseri;Karakószörcsök;község;303;140;47.132108;17.2864719;LocLevel.PRECISE
BEK;Orosházi;Pusztaföldvár;község;1604;741;46.5315946;20.8060399;LocLevel.PRECISE
SZO;Kunszentmártoni;Tiszakürt;község;1341;619;46.8849074;20.1235659;LocLevel.PRECISE
BAC;Bajai;Bácsszentgyörgy;község;156;72;45.9747534;19.0397557;LocLevel.PRECISE
ZAL;Zalaegerszegi;Tilaj;község;182;84;46.8054735;17.0474907;LocLevel.PRECISE
HAJ;Berettyóújfalui;Gáborján;község;894;412;47.2398594;21.6576975;LocLevel.PRECISE
BAR;Szentlőrinci;Pécsbagota;község;102;47;45.9908014;18.0729981;LocLevel.PRECISE
HEV;Füzesabonyi;Kápolna;község;1557;717;47.7604628;20.2469695;LocLevel.PRECISE
SZA;Fehérgyarmati;Olcsvaapáti;község;315;145;48.0883538;22.3513539;LocLevel.PRECISE
SZA;Tiszavasvári;Tiszadob;nagyközség;2718;1251;48.0094768;21.1668435;LocLevel.PRECISE
SOM;Tabi;Miklósi;község;226;104;46.6472841;17.9963259;LocLevel.PRECISE
ZAL;Zalaszentgróti;Kallósd;község;100;46;46.8716373;17.0623211;LocLevel.PRECISE
BOR;Ózdi;Borsodnádasd;város;3104;1427;48.1225672;20.2453048;LocLevel.PRECISE
ZAL;Zalaegerszegi;Nemesrádó;község;346;159;46.7781374;16.9941633;LocLevel.PRECISE
NOG;Salgótarjáni;Sóshartyán;község;897;412;48.0705596;19.6782076;LocLevel.PRECISE
PES;Ceglédi;Törtel;község;4316;1981;47.122487;19.9386111;LocLevel.PRECISE
HEV;Füzesabonyi;Dormánd;község;996;457;47.7215281;20.4183893;LocLevel.PRECISE
BAR;Szentlőrinci;Szentkatalin;község;109;50;46.1745849;18.0501183;LocLevel.PRECISE
KOM;Kisbéri;Súr;község;1278;586;3.48454105;-76.40302061601076;LocLevel.PRECISE
SOM;Marcali;Vörs;község;528;242;46.6654371;17.2703932;LocLevel.PRECISE
PES;Nagykőrösi;Kocsér;község;1831;839;47.0019741;19.9223932;LocLevel.PRECISE
SZA;Nyírbátori;Pócspetri;község;1709;783;47.8812739;21.993548;LocLevel.PRECISE
HEV;Egri;Hevesaranyos;község;594;272;48.0084061;20.2352695;LocLevel.PRECISE
SOM;Barcsi;Lakócsa;község;570;261;45.8956788;17.6917464;LocLevel.PRECISE
ZAL;Nagykanizsai;Nagybakónak;község;415;190;46.5516271;17.0444927;LocLevel.PRECISE
SZO;Törökszentmiklósi;Örményes;község;1016;465;47.1909035;20.5676271;LocLevel.PRECISE
VES;Devecseri;Apácatorna;község;177;81;47.1119007;17.2953983;LocLevel.PRECISE
BEK;Sarkadi;Okány;község;2420;1107;46.8975103;21.3494563;LocLevel.PRECISE
BAR;Pécsi;Ócsárd;község;411;188;45.9347141;18.1515018;LocLevel.PRECISE
BAC;Kiskunfélegyházi;Petőfiszállás;község;1550;709;46.6204574;19.8614568;LocLevel.PRECISE
SZA;Kisvárdai;Dombrád;város;4066;1857;48.2256872;21.9244483;LocLevel.PRECISE
ZAL;Nagykanizsai;Garabonc;község;725;331;46.5848409;17.1222657;LocLevel.PRECISE
SOM;Barcsi;Bolhó;község;747;341;46.0391683;17.2954232;LocLevel.PRECISE
TOL;Tamási;Tolnanémedi;község;993;453;46.7141878;18.4739246;LocLevel.PRECISE
FEJ;Enyingi;Kisláng;község;2559;1167;46.9602484;18.3851659;LocLevel.PRECISE
SOM;Csurgói;Pogányszentpéter;község;509;232;46.3841252;17.0630142;LocLevel.PRECISE
CSO;Makói;Apátfalva;község;3014;1373;46.1768429;20.5746455;LocLevel.PRECISE
SZA;Fehérgyarmati;Zajta;község;470;214;47.908604;22.7970039;LocLevel.PRECISE
HAJ;Berettyóújfalui;Csökmő;nagyközség;1931;879;47.0333646;21.2948743;LocLevel.PRECISE
TOL;Tamási;Mucsi;község;475;216;46.4272278;18.3950016;LocLevel.PRECISE
ZAL;Zalaegerszegi;Keménfa;község;88;40;46.8397543;16.6376338;LocLevel.PRECISE
BOR;Sárospataki;Makkoshotyka;község;847;385;48.3564407;21.5186442;LocLevel.PRECISE
SOM;Nagyatádi;Kutas;község;1446;657;46.3320657;17.4530309;LocLevel.PRECISE
SOM;Kaposvári;Ecseny;község;229;104;46.5510888;17.8523616;LocLevel.PRECISE
HEV;Pétervásárai;Erdőkövesd;község;643;292;48.0406696;20.1009491;LocLevel.PRECISE
BAC;Jánoshalmai;Rém;község;1286;584;46.2446558;19.1448334;LocLevel.PRECISE
PES;Nagykátai;Szentlőrinckáta;község;1996;906;47.5220313;19.7558396;LocLevel.PRECISE
BAR;Pécsi;Szilvás;község;150;68;45.9616925;18.2003763;LocLevel.PRECISE
ZAL;Letenyei;Lispeszentadorján;község;298;135;46.5420763;16.695676;LocLevel.PRECISE
BOR;Encsi;Méra;község;1669;756;48.359042;21.1517514;LocLevel.PRECISE
SOM;Tabi;Andocs;község;1080;489;46.6488345;17.9243409;LocLevel.PRECISE
BAR;Hegyháti;Bakóca;község;294;133;46.2072106;17.9997737;LocLevel.PRECISE
SOM;Csurgói;Inke;község;1225;554;46.3947291;17.1994768;LocLevel.PRECISE
SZA;Csengeri;Pátyod;község;690;312;47.8687333;22.6152157;LocLevel.PRECISE
BAC;Bajai;Érsekhalma;község;606;274;46.3482313;19.1226887;LocLevel.PRECISE
BOR;Cigándi;Zemplénagárd;község;752;340;48.3625237;22.0689609;LocLevel.PRECISE
BAR;Szigetvári;Botykapeterd;község;348;157;46.0489611;17.8663205;LocLevel.PRECISE
SZA;Kisvárdai;Pátroha;község;3101;1399;48.1722466;21.9899321;LocLevel.PRECISE
BAR;Mohácsi;Kisnyárád;község;184;83;46.0364912;18.5647986;LocLevel.PRECISE
SZA;Vásárosnaményi;Gemzse;község;918;414;48.139532;22.1942568;LocLevel.PRECISE
HAJ;Püspökladányi;Bihartorda;község;986;444;47.214106;21.3529605;LocLevel.PRECISE
SZO;Jászapáti;Jánoshida;község;2545;1146;47.3839188;20.0565734;LocLevel.PRECISE
SOM;Tabi;Bonnya;község;260;117;46.5945518;17.9011782;LocLevel.PRECISE
SZA;Nyírbátori;Penészlek;község;1025;461;47.6349848;22.1433664;LocLevel.PRECISE
SOM;Nagyatádi;Háromfa;község;694;312;46.1046252;17.3295434;LocLevel.PRECISE
SZA;Nyírbátori;Terem;község;692;311;47.7978472;22.2784915;LocLevel.PRECISE
HAJ;Derecskei;Hosszúpályi;nagyközség;5904;2653;47.39177;21.7335185;LocLevel.PRECISE
SZA;Záhonyi;Eperjeske;község;1251;562;48.3440068;22.2129118;LocLevel.PRECISE
BAR;Szentlőrinci;Szentdénes;község;325;146;46.005158;17.9280486;LocLevel.PRECISE
ZAL;Nagykanizsai;Börzönce;község;49;22;46.5791166;16.8877338;LocLevel.PRECISE
SZA;Csengeri;Ura;község;644;289;47.8179313;22.6050745;LocLevel.PRECISE
VES;Sümegi;Gyepükaján;község;361;162;47.0442283;17.3265641;LocLevel.PRECISE
ZAL;Lenti;Hernyék;község;78;35;46.64974;16.6419973;LocLevel.PRECISE
SOM;Marcali;Varászló;község;156;70;46.4348111;17.217243;LocLevel.PRECISE
SZA;Nyírbátori;Ömböly;község;457;205;47.7003504;22.2131551;LocLevel.PRECISE
BOR;Gönci;Göncruszka;község;709;318;48.4496153;21.2418216;LocLevel.PRECISE
FEJ;Sárbogárdi;Vajta;község;892;400;46.7179922;18.664926;LocLevel.PRECISE
BAR;Szigetvári;Szulimán;község;252;113;46.1242634;17.8105268;LocLevel.PRECISE
HAJ;Berettyóújfalui;Váncsod;község;1180;529;47.1953833;21.6393609;LocLevel.PRECISE
SOM;Barcsi;Rinyaújlak;község;319;143;46.0860014;17.4187643;LocLevel.PRECISE
SOM;Marcali;Szőkedencs;község;279;125;46.5546719;17.2493026;LocLevel.PRECISE
SZO;Jászapáti;Alattyán;község;2036;912;47.4256813;20.0475867;LocLevel.PRECISE
NOG;Szécsényi;Nagylóc;község;1476;661;48.0354309;19.5726013;LocLevel.PRECISE
HEV;Gyöngyösi;Vécs;község;668;299;47.807866;20.1673321;LocLevel.PRECISE
VES;Pápai;Bakonytamási;község;626;280;47.4104578;17.7318934;LocLevel.PRECISE
BOR;Ózdi;Járdánháza;község;1782;796;48.1576987;20.2510392;LocLevel.PRECISE
BOR;Putnoki;Putnok;város;6876;3071;48.2942607;20.4342869;LocLevel.PRECISE
BOR;Szikszói;Nyésta;község;56;25;48.3698831;20.9518757;LocLevel.PRECISE
SZO;Jászberényi;Jásztelek;község;1571;701;47.481372;20.0023081;LocLevel.PRECISE
ZAL;Zalaegerszegi;Lickóvadamos;község;195;87;46.7446382;16.7704504;LocLevel.PRECISE
HEV;Egri;Kerecsend;község;2358;1052;47.7940489;20.3461026;LocLevel.PRECISE
BEK;Szeghalmi;Körösújfalu;község;482;215;46.961532;21.3994172;LocLevel.PRECISE
BEK;Mezőkovácsházai;Magyardombegyház;község;222;99;46.3797892;21.0722225;LocLevel.PRECISE
SOM;Kaposvári;Pálmajor;község;332;148;46.3851065;17.5674048;LocLevel.PRECISE
SOM;Barcsi;Darány;község;922;411;45.9814198;17.5889964;LocLevel.PRECISE
PES;Dabasi;Örkény;város;5153;2297;47.1297585;19.4309024;LocLevel.PRECISE
BOR;Putnoki;Dubicsány;község;276;123;48.2844206;20.4910842;LocLevel.PRECISE
CSO;Makói;Ambrózfalva;község;478;213;46.3495419;20.7300915;LocLevel.PRECISE
HEV;Pétervásárai;Tarnalelesz;község;1654;737;48.0567685;20.1805943;LocLevel.PRECISE
SZO;Karcagi;Kunmadaras;nagyközség;5420;2415;47.4284725;20.7952971;LocLevel.PRECISE
BOR;Miskolci;Sajóbábony;város;2705;1205;48.1750425;20.738743;LocLevel.PRECISE
HAJ;Berettyóújfalui;Körösszegapáti;község;1044;465;47.0412776;21.6346814;LocLevel.PRECISE
NOG;Pásztói;Szirák;község;1105;492;47.8285516;19.5300976;LocLevel.PRECISE
BOR;Sátoraljaújhelyi;Füzérradvány;község;319;142;48.4847384;21.5249787;LocLevel.PRECISE
HEV;Hevesi;Kisköre;város;2752;1225;47.4994568;20.4925043;LocLevel.PRECISE
BOR;Szikszói;Kupa;község;164;73;48.3325632;20.9121148;LocLevel.PRECISE
SOM;Nagyatádi;Tarany;község;1157;515;46.1832459;17.3018901;LocLevel.PRECISE
BAR;Sellyei;Bogádmindszent;község;445;198;45.906331;18.045186;LocLevel.PRECISE
TOL;Paksi;Pusztahencse;község;1041;463;46.5943047;18.7140762;LocLevel.PRECISE
BAR;Siklósi;Nagyharsány;község;1464;651;45.847418;18.3998265;LocLevel.PRECISE
SZA;Vásárosnaményi;Beregsurány;község;1001;445;48.1608126;22.5459491;LocLevel.PRECISE
SOM;Csurgói;Csurgónagymarton;község;171;76;46.2942905;17.0830691;LocLevel.PRECISE
ZAL;Zalaegerszegi;Ormándlak;község;108;48;46.7595647;16.7552873;LocLevel.PRECISE
HEV;Pétervásárai;Terpes;község;214;95;47.9725564;20.1509066;LocLevel.PRECISE
BOR;Szikszói;Szentistvánbaksa;község;275;122;48.2232612;21.0295939;LocLevel.PRECISE
HAJ;Püspökladányi;Szerep;község;1542;684;47.2274297;21.1410165;LocLevel.PRECISE
SOM;Kaposvári;Újvárfalva;község;248;110;46.4340375;17.5738533;LocLevel.PRECISE
ZAL;Nagykanizsai;Zalakomár;község;2869;1272;46.5463542;17.1756684;LocLevel.PRECISE
BAR;Siklósi;Drávacsehi;község;176;78;45.8110413;18.1665548;LocLevel.PRECISE
SOM;Marcali;Főnyed;község;88;39;46.6310725;17.2582876;LocLevel.PRECISE
VES;Devecseri;Adorjánháza;község;411;182;47.2431039;17.239537;LocLevel.PRECISE
BAR;Komlói;Bodolyabér;község;251;111;46.1978846;18.1185967;LocLevel.PRECISE
TOL;Tamási;Ozora;község;1656;732;46.7527198;18.3996749;LocLevel.PRECISE
PES;Ceglédi;Csemő;község;4688;2072;47.1183779;19.697672;LocLevel.PRECISE
BEK;Mezőkovácsházai;Dombiratos;község;550;243;46.4196184;21.1179929;LocLevel.PRECISE
SZA;Nyírbátori;Nyírvasvári;község;2001;884;47.8194242;22.1878373;LocLevel.PRECISE
SZA;Fehérgyarmati;Rozsály;község;770;340;47.9232387;22.8011193;LocLevel.PRECISE
BOR;Szerencsi;Megyaszó;község;2700;1192;48.1873814;21.0541885;LocLevel.PRECISE
BOR;Tiszaújvárosi;Szakáld;község;478;211;47.9421183;20.9077071;LocLevel.PRECISE
BOR;Miskolci;Bőcs;község;2755;1216;48.0385461;20.9716444;LocLevel.PRECISE
BEK;Mezőkovácsházai;Nagykamarás;község;1253;553;46.4706907;21.1193128;LocLevel.PRECISE
TOL;Tamási;Nagykónyi;község;1043;460;46.5903723;18.2032011;LocLevel.PRECISE
BOR;Kazincbarcikai;Rudolftelep;község;742;327;48.3086485;20.6714478;LocLevel.PRECISE
SZA;Mátészalkai;Vaja;város;3638;1603;47.9990668;22.1715133;LocLevel.PRECISE
SZO;Szolnoki;Kőtelek;község;1571;692;47.3364243;20.4355722;LocLevel.PRECISE
BOR;Miskolci;Sajólád;község;3052;1344;48.0466664;20.9024877;LocLevel.PRECISE
SOM;Tabi;Somogymeggyes;község;477;210;46.7191252;17.9151742;LocLevel.PRECISE
