megye;jaras;cim;telepules_tipusa;lakossag;vedett;lats;longs;location_levels
SZO;Szolnoki;Rákócziújfalu;község;1945;856;47.0600423;20.2624113;LocLevel.PRECISE
HAJ;Hajdúszoboszlói;Hajdúszovát;község;3115;1370;47.3904072;21.4750896;LocLevel.PRECISE
BAR;Pécsi;Aranyosgadány;község;371;163;46.0079124;18.1191619;LocLevel.PRECISE
SOM;Marcali;Somogysimonyi;község;107;47;46.4881474;17.2104727;LocLevel.PRECISE
HAJ;Püspökladányi;Tetétlen;község;1356;595;47.3136847;21.3040955;LocLevel.PRECISE
SZA;Csengeri;Szamosbecs;község;404;177;47.8619185;22.6898728;LocLevel.PRECISE
NOG;Salgótarjáni;Ipolytarnóc;község;436;191;48.2375562;19.6270027;LocLevel.PRECISE
SZA;Nyíregyházi;Nagycserkesz;község;1722;754;47.9641355;21.5534409;LocLevel.PRECISE
BAR;Hegyháti;Kisbeszterce;község;80;35;46.205785;18.0344321;LocLevel.PRECISE
BAR;Szentlőrinci;Sumony;község;464;203;45.9686059;17.9163052;LocLevel.PRECISE
SOM;Barcsi;Szentborbás;község;128;56;45.8754578;17.6596185;LocLevel.PRECISE
TOL;Bonyhádi;Grábóc;község;167;73;46.2890651;18.6069363;LocLevel.PRECISE
ZAL;Zalaegerszegi;Szentpéterfölde;község;135;59;46.6154969;16.7574659;LocLevel.PRECISE
BAR;Hegyháti;Palé;község;103;45;46.2621157;18.0747755;LocLevel.PRECISE
BAC;Kunszentmiklósi;Kunadacs;község;1486;649;46.9561969;19.2945534;LocLevel.PRECISE
BOR;Edelényi;Martonyi;község;387;169;48.468926;20.7656125;LocLevel.PRECISE
BAR;Szigetvári;Basal;község;213;93;46.074212;17.782339;LocLevel.PRECISE
SOM;Kaposvári;Szentgáloskér;község;536;234;46.5012942;17.8816735;LocLevel.PRECISE
KOM;Kisbéri;Bakonybánk;község;433;189;47.4668946;17.9040445;LocLevel.PRECISE
SZO;Mezőtúri;Kétpó;község;635;277;47.074298;20.4821152;LocLevel.PRECISE
BAR;Sellyei;Kórós;község;211;92;45.866839;18.0818766;LocLevel.PRECISE
SOM;Marcali;Kelevíz;község;351;153;46.5204012;17.4215832;LocLevel.PRECISE
HAJ;Balmazújvárosi;Tiszacsege;város;4629;2017;47.6975481;20.9935969;LocLevel.PRECISE
SZA;Fehérgyarmati;Garbolc;község;163;71;47.9446307;22.8617631;LocLevel.PRECISE
BAR;Sellyei;Drávafok;község;529;230;45.8849806;17.7637018;LocLevel.PRECISE
SOM;Kaposvári;Kazsok;község;322;140;46.4780147;17.961507;LocLevel.PRECISE
BAR;Hegyháti;Vázsnok;község;138;60;46.2655214;18.1249212;LocLevel.PRECISE
BOR;Miskolci;Újcsanálos;község;884;384;48.1379107;21.003781;LocLevel.PRECISE
SZA;Mátészalkai;Kántorjánosi;község;2095;910;47.9359448;22.1489345;LocLevel.PRECISE
BOR;Miskolci;Sajópetri;község;1551;673;48.0370432;20.8902964;LocLevel.PRECISE
HAJ;Hajdúnánási;Újtikos;község;862;374;47.9165761;21.1711197;LocLevel.PRECISE
SZA;Csengeri;Szamostatárfalva;község;325;141;47.8745895;22.6648959;LocLevel.PRECISE
BAC;Jánoshalmai;Kéleshalom;község;436;189;46.3656768;19.2823461;LocLevel.PRECISE
BOR;Putnoki;Sajóvelezd;község;773;335;48.2731652;20.4614174;LocLevel.PRECISE
BOR;Kazincbarcikai;Izsófalva;nagyközség;1746;755;48.3097463;20.6531001;LocLevel.PRECISE
BAR;Sellyei;Drávaiványi;község;192;83;45.8467602;17.8181336;LocLevel.PRECISE
SZA;Vásárosnaményi;Nyírmada;város;5092;2201;48.067926;22.1877049;LocLevel.PRECISE
SOM;Tabi;Tengőd;község;447;193;46.6994188;18.0970397;LocLevel.PRECISE
SZO;Jászapáti;Jászladány;nagyközség;5590;2413;47.3649496;20.1653647;LocLevel.PRECISE
VES;Devecseri;Kisberzseny;község;109;47;47.1057473;17.26598;LocLevel.PRECISE
BAR;Bólyi;Kisbudmér;község;109;47;45.9156219;18.4465356;LocLevel.PRECISE
BOR;Ózdi;Ózd;város;34218;14750;48.2196425;20.2954986;LocLevel.PRECISE
BOR;Mezőcsáti;Mezőcsát;város;5912;2548;47.8175357;20.903168;LocLevel.PRECISE
BOR;Putnoki;Kelemér;község;478;206;48.3550399;20.4279506;LocLevel.PRECISE
VES;Devecseri;Borszörcsök;község;404;174;47.1342737;17.4037697;LocLevel.PRECISE
TOL;Bonyhádi;Kisvejke;község;404;174;46.3810979;18.4140286;LocLevel.PRECISE
SOM;Kaposvári;Somogygeszti;község;446;192;46.5194889;17.7836217;LocLevel.PRECISE
TOL;Tamási;Értény;község;748;322;46.6105728;18.1339549;LocLevel.PRECISE
SZO;Kunhegyesi;Abádszalók;város;4256;1832;47.4760139;20.5997748;LocLevel.PRECISE
SZO;Kunhegyesi;Tiszagyenda;község;1034;445;47.384226;20.50845;LocLevel.PRECISE
SZA;Baktalórántházai;Rohod;község;1248;537;48.0274402;22.1353208;LocLevel.PRECISE
SZA;Fehérgyarmati;Mánd;község;314;135;47.9983798;22.6081738;LocLevel.PRECISE
ZAL;Zalaegerszegi;Padár;község;121;52;46.8520274;17.0163699;LocLevel.PRECISE
HEV;Bélapátfalvai;Bükkszentmárton;község;326;140;48.0707337;20.3278804;LocLevel.PRECISE
TOL;Tamási;Pári;község;659;283;48.8566969;2.3514616;LocLevel.PRECISE
BAR;Szigetvári;Nagydobsza;község;590;253;46.0348942;17.6656772;LocLevel.PRECISE
SZA;Záhonyi;Tiszabezdéd;község;1952;837;48.3622273;22.1525798;LocLevel.PRECISE
ZAL;Lenti;Kerkakutas;község;126;54;46.7594059;16.5055619;LocLevel.PRECISE
GYO;Csornai;Maglóca;község;126;54;47.66332;17.2753212;LocLevel.PRECISE
SZA;Mátészalkai;Vállaj;község;1319;565;47.7641624;22.382185;LocLevel.PRECISE
ZAL;Keszthelyi;Egeraracsa;község;325;139;46.6729095;17.0775064;LocLevel.PRECISE
NOG;Salgótarjáni;Karancsság;község;1296;554;48.1151247;19.6590571;LocLevel.PRECISE
BOR;Szikszói;Rásonysápberencs;község;541;231;48.3075536;20.9951446;LocLevel.PRECISE
SZA;Vásárosnaményi;Gelénes;község;621;265;48.1990978;22.4462921;LocLevel.PRECISE
PES;Ceglédi;Jászkarajenő;község;2667;1137;47.0537807;20.0683316;LocLevel.PRECISE
BAR;Mohácsi;Homorúd;község;561;239;45.9848292;18.787983;LocLevel.PRECISE
VES;Pápai;Pápateszér;község;1254;534;47.3819327;17.6994996;LocLevel.PRECISE
VES;Sümegi;Szentimrefalva;község;195;83;47.072983;17.2820087;LocLevel.PRECISE
SZO;Törökszentmiklósi;Kuncsorba;község;576;245;47.1282678;20.5552834;LocLevel.PRECISE
SZA;Vásárosnaményi;Tiszaadony;község;663;282;48.2251757;22.2905285;LocLevel.PRECISE
SOM;Tabi;Bábonymegyer;község;814;346;46.7516739;18.1195573;LocLevel.PRECISE
BOR;Ózdi;Uppony;község;273;116;48.2135007;20.4371745;LocLevel.PRECISE
PES;Dabasi;Tatárszentgyörgy;község;2027;860;47.0823354;19.3694988;LocLevel.PRECISE
ZAL;Lenti;Lendvadedes;község;33;14;46.580415;16.5086688;LocLevel.PRECISE
HEV;Hevesi;Tiszanána;község;2473;1049;47.5564803;20.5292959;LocLevel.PRECISE
BOR;Putnoki;Felsőkelecsény;község;356;151;48.3587216;20.5934931;LocLevel.PRECISE
BOR;Sárospataki;Viss;község;613;260;48.2158671;21.5030195;LocLevel.PRECISE
BOR;Szerencsi;Taktaharkány;nagyközség;3622;1536;48.088049;21.1324053;LocLevel.PRECISE
SZA;Vásárosnaményi;Beregdaróc;község;1040;441;48.1970929;22.5309278;LocLevel.PRECISE
ZAL;Nagykanizsai;Bocska;község;309;131;46.5527888;16.9161006;LocLevel.PRECISE
TOL;Tamási;Szárazd;község;276;117;46.569984;18.4261435;LocLevel.PRECISE
SZA;Vásárosnaményi;Tiszakerecseny;község;1067;452;48.2587093;22.3000932;LocLevel.PRECISE
ZAL;Zalaegerszegi;Almásháza;község;85;36;46.8425257;17.0473307;LocLevel.PRECISE
BOR;Putnoki;Serényfalva;község;1009;427;48.3129976;20.3888699;LocLevel.PRECISE
BAR;Sellyei;Téseny;község;324;137;45.9488969;18.0479567;LocLevel.PRECISE
SZA;Csengeri;Csengersima;község;828;350;47.8660813;22.7303134;LocLevel.PRECISE
SZO;Törökszentmiklósi;Kengyel;község;3448;1457;47.0946274;20.3423729;LocLevel.PRECISE
ZAL;Letenyei;Maróc;község;71;30;31.1728205;-7.3362482;LocLevel.PRECISE
SZO;Jászapáti;Jászkisér;város;5226;2206;47.4594357;20.2157783;LocLevel.PRECISE
BAC;Bácsalmási;Madaras;község;2825;1192;46.6054279;24.433808;LocLevel.PRECISE
CSO;Makói;Királyhegyes;község;602;254;46.2703652;20.6119895;LocLevel.PRECISE
VES;Sümegi;Rigács;község;204;86;47.0647759;17.2154399;LocLevel.PRECISE
VES;Devecseri;Oroszi;község;140;59;47.1546726;17.416208;LocLevel.PRECISE
BAR;Szentlőrinci;Velény;község;140;59;45.9803419;18.0493992;LocLevel.PRECISE
CSO;Makói;Nagyér;község;527;222;46.3703731;20.7292276;LocLevel.PRECISE
ZAL;Nagykanizsai;Orosztony;község;430;181;46.6276125;17.0603548;LocLevel.PRECISE
BAR;Sellyei;Markóc;község;69;29;45.8631293;17.7626725;LocLevel.PRECISE
BAR;Komlói;Szárász;község;50;21;46.3488336;18.3725516;LocLevel.PRECISE
VAS;Celldömölki;Kemenespálfa;község;405;170;47.1367865;17.173756;LocLevel.PRECISE
SZO;Kunszentmártoni;Cibakháza;nagyközség;3908;1640;46.9590236;20.2062362;LocLevel.PRECISE
VES;Sümegi;Bodorfa;község;93;39;47.0759708;17.3429821;LocLevel.PRECISE
NOG;Salgótarjáni;Zabar;község;470;197;48.1349437;20.0437337;LocLevel.PRECISE
BOR;Gönci;Tornyosnémeti;község;597;250;48.5204945;21.2507657;LocLevel.PRECISE
BOR;Edelényi;Szuhogy;község;1092;457;48.3842706;20.6744642;LocLevel.PRECISE
BOR;Gönci;Hernádszurdok;község;208;87;48.480551;21.2053734;LocLevel.PRECISE
HEV;Füzesabonyi;Mezőszemere;község;1117;467;47.7473141;20.5191824;LocLevel.PRECISE
BOR;Szikszói;Aszaló;község;1855;774;48.2256199;20.9547736;LocLevel.PRECISE
BOR;Szerencsi;Tiszalúc;nagyközség;5061;2111;48.0345861;21.0630541;LocLevel.PRECISE
BOR;Edelényi;Borsodszirák;község;1218;508;48.2610547;20.766952;LocLevel.PRECISE
ZAL;Letenyei;Bucsuta;község;216;90;46.5644881;16.8340991;LocLevel.PRECISE
HEV;Pétervásárai;Szentdomonkos;község;504;210;48.069769;20.2015503;LocLevel.PRECISE
SOM;Marcali;Nemesdéd;község;821;342;46.4297304;17.2438609;LocLevel.PRECISE
SOM;Tabi;Torvaj;község;250;104;46.7675355;18.0429605;LocLevel.PRECISE
ZAL;Keszthelyi;Gétye;község;113;47;46.7628859;17.0696445;LocLevel.PRECISE
BAC;Kecskeméti;Kunbaracs;község;676;281;46.9893175;19.4005178;LocLevel.PRECISE
TOL;Tamási;Udvari;község;308;128;46.5929728;18.5109632;LocLevel.PRECISE
SZA;Kemecsei;Székely;község;1079;448;48.0598465;21.936369;LocLevel.PRECISE
SZO;Karcagi;Kenderes;város;4379;1818;47.2477469;20.6720305;LocLevel.PRECISE
BAR;Szigetvári;Zádor;község;318;132;48.3867552;20.4847849;LocLevel.PRECISE
NOG;Balassagyarmati;Hugyag;község;882;366;48.0872454;19.4337413;LocLevel.PRECISE
CSO;Szentesi;Árpádhalom;község;470;195;46.6177075;20.5505094;LocLevel.PRECISE
SOM;Kaposvári;Mike;község;634;263;46.2419692;17.5329993;LocLevel.PRECISE
SZA;Mátészalkai;Ópályi;község;3227;1338;47.995763;22.3223431;LocLevel.PRECISE
NOG;Salgótarjáni;Szilaspogony;község;338;140;48.1183435;20.0223576;LocLevel.PRECISE
SZO;Kunszentmártoni;Öcsöd;nagyközség;3198;1324;46.9012341;20.3897025;LocLevel.PRECISE
BOR;Edelényi;Ziliz;község;401;166;48.2516498;20.7901646;LocLevel.PRECISE
BOR;Encsi;Beret;község;305;126;48.3451552;21.0242847;LocLevel.PRECISE
BAR;Siklósi;Drávapalkonya;község;276;114;45.8034687;18.1797176;LocLevel.PRECISE
BAC;Kalocsai;Öregcsertő;község;763;315;46.5147994;19.1068902;LocLevel.PRECISE
BAR;Siklósi;Csarnóta;község;143;59;45.8943203;18.2190614;LocLevel.PRECISE
HAJ;Nyíradonyi;Álmosd;község;1838;758;47.4154029;21.9838127;LocLevel.PRECISE
SZA;Záhonyi;Tiszaszentmárton;község;1201;495;48.3759219;22.2334021;LocLevel.PRECISE
SZA;Kemecsei;Beszterec;község;998;411;48.1566785;21.8382588;LocLevel.PRECISE
FEJ;Enyingi;Mátyásdomb;község;775;319;46.9227631;18.3476776;LocLevel.PRECISE
BAR;Hegyháti;Kishajmás;község;202;83;46.2006313;18.0822844;LocLevel.PRECISE
SZO;Törökszentmiklósi;Fegyvernek;város;6630;2723;47.2526516;20.5259428;LocLevel.PRECISE
SOM;Kaposvári;Csököly;község;996;409;46.3011253;17.5671278;LocLevel.PRECISE
SOM;Csurgói;Szenta;község;395;162;46.2517265;17.1737466;LocLevel.PRECISE
BOR;Edelényi;Boldva;község;2424;994;48.217181;20.7884169;LocLevel.PRECISE
BOR;Gönci;Hidasnémeti;község;1186;486;48.5002675;21.2287776;LocLevel.PRECISE
BAR;Siklósi;Egyházasharaszti;község;332;136;45.8093006;18.334322;LocLevel.PRECISE
ZAL;Letenyei;Szentmargitfalva;község;83;34;46.4963079;16.6607875;LocLevel.PRECISE
BAR;Mohácsi;Kölked;község;1011;414;45.9482394;18.7031346;LocLevel.PRECISE
BAR;Szigetvári;Gyöngyösmellék;község;298;122;45.986841;17.7020976;LocLevel.PRECISE
HAJ;Derecskei;Kismarja;község;1306;534;47.248129;21.8221047;LocLevel.PRECISE
BOR;Encsi;Szemere;község;416;170;48.4646921;21.102231;LocLevel.PRECISE
SZA;Kisvárdai;Rétközberencs;község;1165;476;48.2043859;22.011198;LocLevel.PRECISE
HAJ;Derecskei;Pocsaj;nagyközség;2776;1134;47.2821487;21.8048015;LocLevel.PRECISE
HEV;Hevesi;Tarnaörs;község;1807;738;47.5953709;20.0527656;LocLevel.PRECISE
BOR;Encsi;Litka;község;49;20;48.45531;21.0585929;LocLevel.PRECISE
HAJ;Balmazújvárosi;Újszentmargita;község;1451;592;47.7271809;21.1028209;LocLevel.PRECISE
HAJ;Berettyóújfalui;Mezősas;község;662;270;47.1105604;21.5679716;LocLevel.PRECISE
SOM;Tabi;Zics;község;339;138;46.6781511;17.976123;LocLevel.PRECISE
ZAL;Keszthelyi;Esztergályhorváti;község;425;173;46.7005839;17.1083989;LocLevel.PRECISE
HEV;Gyöngyösi;Gyöngyösoroszi;község;1546;629;47.8290371;19.8925424;LocLevel.PRECISE
BAR;Hegyháti;Varga;község;91;37;46.2471825;18.1449653;LocLevel.PRECISE
BAR;Hegyháti;Nagyhajmás;község;320;130;46.3743383;18.2892032;LocLevel.PRECISE
BEK;Mezőkovácsházai;Battonya;város;6005;2439;46.2858683;21.0218929;LocLevel.PRECISE
TOL;Tamási;Nagyszékely;község;429;174;46.6473903;18.5279944;LocLevel.PRECISE
SOM;Kaposvári;Rinyakovácsi;község;180;73;46.2827175;17.5969754;LocLevel.PRECISE
SZO;Tiszafüredi;Tiszaderzs;község;1145;464;47.5130513;20.642349;LocLevel.PRECISE
BOR;Kazincbarcikai;Sajókaza;község;3086;1246;48.2824625;20.5829851;LocLevel.PRECISE
SZA;Fehérgyarmati;Tiszabecs;nagyközség;1516;612;48.0958244;22.8118061;LocLevel.PRECISE
SOM;Kaposvári;Polány;község;275;111;46.5583215;17.7727257;LocLevel.PRECISE
SZO;Kunszentmártoni;Csépa;község;1704;687;46.8062494;20.1304652;LocLevel.PRECISE
BOR;Ózdi;Csokvaomány;község;821;331;48.1657718;20.3738354;LocLevel.PRECISE
BOR;Kazincbarcikai;Alsótelekes;község;139;56;48.4104717;20.6546654;LocLevel.PRECISE
ZAL;Keszthelyi;Zalaszentmárton;község;72;29;46.7037072;17.0630738;LocLevel.PRECISE
HAJ;Berettyóújfalui;Mezőpeterd;község;656;264;47.1666663;21.6187755;LocLevel.PRECISE
BOR;Edelényi;Debréte;község;15;6;48.4997333;20.8660044;LocLevel.PRECISE
SZA;Záhonyi;Győröcske;község;165;66;48.3853608;22.1515533;LocLevel.PRECISE
BEK;Mezőkovácsházai;Kunágota;község;2673;1069;46.4233892;21.0489809;LocLevel.PRECISE
SOM;Nagyatádi;Ötvöskónyi;község;921;367;46.2875802;17.3599489;LocLevel.PRECISE
SOM;Marcali;Somogysámson;község;733;292;46.5879983;17.2969873;LocLevel.PRECISE
SOM;Kaposvári;Jákó;község;628;250;46.3363265;17.5526299;LocLevel.PRECISE
BAR;Szentlőrinci;Cserdi;község;387;154;46.0806182;17.990672;LocLevel.PRECISE
BOR;Miskolci;Sóstófalva;község;264;105;48.1574067;20.9882307;LocLevel.PRECISE
SZA;Nagykállói;Érpatak;község;1774;705;47.8086855;21.7583427;LocLevel.PRECISE
BAR;Sellyei;Magyartelek;község;209;83;45.9455178;17.9826485;LocLevel.PRECISE
SOM;Marcali;Nemesvid;község;739;293;46.4860312;17.2474515;LocLevel.PRECISE
VES;Devecseri;Pusztamiske;község;449;178;47.0627857;17.4478856;LocLevel.PRECISE
VAS;Körmendi;Ispánk;község;111;44;46.8632624;16.4419855;LocLevel.PRECISE
BOR;Mezőcsáti;Hejőpapi;község;1138;451;47.8976201;20.9071257;LocLevel.PRECISE
BOR;Mezőcsáti;Igrici;község;1191;472;47.8660778;20.8826502;LocLevel.PRECISE
HAJ;Derecskei;Kokad;község;684;271;47.4054635;21.9313839;LocLevel.PRECISE
SOM;Tabi;Somogyacsa;község;182;72;46.5920287;17.9539462;LocLevel.PRECISE
BAR;Szigetvári;Almáskeresztúr;község;86;34;46.11961;17.8945326;LocLevel.PRECISE
BOR;Encsi;Hernádszentandrás;község;430;170;48.2887762;21.0960419;LocLevel.PRECISE
BOR;Ózdi;Hangony;község;1533;606;48.2260525;20.2007281;LocLevel.PRECISE
SOM;Marcali;Nikla;község;797;315;46.5763623;17.5162123;LocLevel.PRECISE
BAR;Szentlőrinci;Csonkamindszent;község;185;73;46.0519932;17.9664763;LocLevel.PRECISE
BAR;Szigetvári;Somogyviszló;község;251;99;46.1126719;17.7649628;LocLevel.PRECISE
BOR;Encsi;Hernádvécse;község;1106;436;48.4416611;21.1686779;LocLevel.PRECISE
BOR;Putnoki;Zádorfalva;község;482;190;48.3867552;20.4847849;LocLevel.PRECISE
BOR;Gönci;Felsődobsza;község;924;364;48.2552557;21.0748737;LocLevel.PRECISE
SZA;Fehérgyarmati;Császló;község;391;154;47.9142421;22.7224995;LocLevel.PRECISE
SOM;Nagyatádi;Rinyaszentkirály;község;391;154;46.1529179;17.3889437;LocLevel.PRECISE
PES;Nagykőrösi;Nyársapát;község;2159;849;47.1011746;19.801682;LocLevel.PRECISE
NOG;Pásztói;Kálló;község;1610;632;47.7489664;19.4919898;LocLevel.PRECISE
HAJ;Derecskei;Konyár;község;2244;880;47.3209702;21.6738284;LocLevel.PRECISE
BOR;Szerencsi;Mezőzombor;község;2355;923;48.1528217;21.2594856;LocLevel.PRECISE
SZA;Csengeri;Komlódtótfalu;község;143;56;47.8438779;22.7030039;LocLevel.PRECISE
BAR;Siklósi;Rádfalva;község;197;77;45.8606476;18.1242617;LocLevel.PRECISE
BAR;Pécsi;Regenye;község;164;64;45.9696538;18.1695367;LocLevel.PRECISE
TOL;Tamási;Magyarkeszi;község;1161;453;46.7487039;18.2253731;LocLevel.PRECISE
BOR;Gönci;Vizsoly;község;916;357;48.385049;21.2169419;LocLevel.PRECISE
HEV;Gyöngyösi;Halmajugra;község;1386;540;47.7619785;20.0557648;LocLevel.PRECISE
HAJ;Hajdúhadházi;Hajdúhadház;város;13447;5238;47.6844833;21.6691853;LocLevel.PRECISE
TOL;Dombóvári;Kocsola;község;1248;486;46.5279604;18.1771382;LocLevel.PRECISE
SZO;Törökszentmiklósi;Tiszapüspöki;község;2117;824;47.2145342;20.3172973;LocLevel.PRECISE
SZA;Baktalórántházai;Besenyőd;község;818;318;47.9634066;22.0093862;LocLevel.PRECISE
BAR;Pécsi;Bakonya;község;389;151;46.0852894;18.0804728;LocLevel.PRECISE
TOL;Tamási;Kalaznó;község;152;59;46.5015402;18.4745194;LocLevel.PRECISE
BOR;Szikszói;Léh;község;454;176;48.2922874;20.9804874;LocLevel.PRECISE
SOM;Nagyatádi;Rinyabesenyő;község;204;79;46.1663844;17.520009;LocLevel.PRECISE
BAR;Szigetvári;Bánfa;község;199;77;45.9959778;17.8810405;LocLevel.PRECISE
SZO;Kunhegyesi;Tiszaroff;község;1719;665;47.3979955;20.438295;LocLevel.PRECISE
BOR;Edelényi;Szin;község;823;318;48.4969477;20.6606003;LocLevel.PRECISE
SZA;Fehérgyarmati;Botpalád;község;919;355;48.0293355;22.8058874;LocLevel.PRECISE
SZA;Kisvárdai;Újkenéz;község;1005;388;48.2498882;22.2242701;LocLevel.PRECISE
BOR;Mezőcsáti;Ároktő;község;1122;433;47.7281663;20.9434075;LocLevel.PRECISE
ZAL;Letenyei;Zajk;község;241;93;46.4839345;16.7199758;LocLevel.PRECISE
SOM;Tabi;Somogyegres;község;197;76;46.6757497;18.0268342;LocLevel.PRECISE
ZAL;Zalaegerszegi;Szentpéterúr;község;1019;393;46.7583841;17.0383964;LocLevel.PRECISE
BOR;Szikszói;Monaj;község;257;99;48.3071697;20.9353562;LocLevel.PRECISE
SOM;Kaposvári;Kercseliget;község;377;145;46.3260871;18.0648927;LocLevel.PRECISE
BAR;Szigetvári;Merenye;község;273;105;46.069745;17.6984759;LocLevel.PRECISE
SZA;Vásárosnaményi;Lónya;község;1056;406;48.3181875;22.2704253;LocLevel.PRECISE
SOM;Marcali;Somogyszentpál;község;809;311;46.6416151;17.4739383;LocLevel.PRECISE
BAR;Siklósi;Drávapiski;község;99;38;45.840022;18.100571;LocLevel.PRECISE
SZA;Vásárosnaményi;Tiszavid;község;626;240;48.1948094;22.294551;LocLevel.PRECISE
VES;Devecseri;Kispirit;község;68;26;47.1972017;17.240117;LocLevel.PRECISE
SZA;Fehérgyarmati;Kishódos;község;89;34;47.9710505;22.8356999;LocLevel.PRECISE
SOM;Fonyódi;Hács;község;375;143;46.645979;17.6874328;LocLevel.PRECISE
SOM;Marcali;Szegerdő;község;223;85;46.6346854;17.2780628;LocLevel.PRECISE
NOG;Pásztói;Ecseg;község;1164;443;47.8983295;19.6026278;LocLevel.PRECISE
NOG;Salgótarjáni;Rákóczibánya;község;660;251;48.0287556;19.870911;LocLevel.PRECISE
BAR;Pécsi;Szőke;község;142;54;45.9601117;18.1857541;LocLevel.PRECISE
ZAL;Zalaegerszegi;Gyűrűs;község;87;33;46.8843857;16.9922315;LocLevel.PRECISE
BOR;Miskolci;Ónod;község;2416;916;48.0011319;20.9144159;LocLevel.PRECISE
SZA;Ibrányi;Paszab;község;1309;496;48.1415281;21.6654037;LocLevel.PRECISE
BOR;Gönci;Boldogkőújfalu;község;642;243;48.3184235;21.2411318;LocLevel.PRECISE
BAR;Szigetvári;Nyugotszenterzsébet;község;251;95;46.076124;17.9109362;LocLevel.PRECISE
HEV;Hevesi;Erk;község;904;342;47.6091904;20.0760397;LocLevel.PRECISE
HAJ;Püspökladányi;Biharnagybajom;község;2689;1017;47.2123973;21.2285194;LocLevel.PRECISE
SOM;Marcali;Csömend;község;307;116;46.570261;17.4907887;LocLevel.PRECISE
SZO;Törökszentmiklósi;Tiszatenyő;község;1629;615;47.1359865;20.3797581;LocLevel.PRECISE
BOR;Kazincbarcikai;Rudabánya;város;2488;939;48.373781;20.6224508;LocLevel.PRECISE
ZAL;Lenti;Zebecke;község;69;26;46.6426989;16.6862748;LocLevel.PRECISE
BOR;Edelényi;Szendrő;város;4165;1568;48.4030034;20.7324798;LocLevel.PRECISE
TOL;Dombóvári;Csibrák;község;295;111;46.4658688;18.3426997;LocLevel.PRECISE
ZAL;Lenti;Kálócfa;község;149;56;46.7563725;16.5609609;LocLevel.PRECISE
HAJ;Berettyóújfalui;Bedő;község;381;143;47.1639541;21.7503111;LocLevel.PRECISE
ZAL;Lenti;Bödeháza;község;56;21;46.6411743;16.4025582;LocLevel.PRECISE
ZAL;Lenti;Szijártóháza;község;32;12;46.632943;16.4373697;LocLevel.PRECISE
TOL;Tamási;Újireg;község;280;105;46.6573791;18.1733545;LocLevel.PRECISE
VAS;Celldömölki;Csönge;község;403;151;47.3521219;17.0654785;LocLevel.PRECISE
BOR;Edelényi;Balajt;község;518;194;48.3210905;20.7880954;LocLevel.PRECISE
BOR;Putnoki;Sajómercse;község;227;85;48.2450655;20.4131771;LocLevel.PRECISE
