telepules;elhunytak;nepesseg;lats;longs;location_levels
Körösnagyharsány;1;595;47.0074869;21.6440958;LocLevel.PRECISE
Körösszakál;1;816;47.0194297;21.5972256;LocLevel.PRECISE
Kóspallag;1;741;47.8745947;18.9340791;LocLevel.PRECISE
Kőszegpaty;1;205;47.326931;16.6486698;LocLevel.PRECISE
Kötcse;1;541;46.7518662;17.8601652;LocLevel.PRECISE
Kovácsvágás;1;656;48.4549246;21.5301958;LocLevel.PRECISE
Kővágóörs;1;765;46.8490382;17.6016096;LocLevel.PRECISE
Kővágótöttös;1;355;46.0842649;18.1003124;LocLevel.PRECISE
Kövegy;1;401;46.223348;20.6845186;LocLevel.PRECISE
Kuncsorba;1;612;47.1282678;20.5552834;LocLevel.PRECISE
Kunfehértó;1;2237;46.362396;19.4132799;LocLevel.PRECISE
Kup;1;458;47.2480471;17.4656786;LocLevel.PRECISE
Kurd;1;1146;46.4489547;18.316134;LocLevel.PRECISE
Kutas;1;1462;46.3320657;17.4530309;LocLevel.PRECISE
Kutasó;1;113;47.947624;19.5414388;LocLevel.PRECISE
Lácacséke;1;335;48.3685456;21.9931652;LocLevel.PRECISE
Lakócsa;1;592;45.8956788;17.6917464;LocLevel.PRECISE
Leányvár;1;1861;47.6816948;18.7710262;LocLevel.PRECISE
Léh;1;468;48.2922874;20.9804874;LocLevel.PRECISE
Lénárddaróc;1;264;48.1485817;20.3719699;LocLevel.PRECISE
Lesencefalu;1;325;46.8448374;17.3457565;LocLevel.PRECISE
Letkés;1;1184;47.8853112;18.776906;LocLevel.PRECISE
Levél;1;2033;47.8930868;17.1999042;LocLevel.PRECISE
Lickóvadamos;1;181;46.7446382;16.7704504;LocLevel.PRECISE
Liszó;1;381;46.3662748;17.0067;LocLevel.PRECISE
Lókút;1;483;47.2065946;17.8625213;LocLevel.PRECISE
Lovászi;1;1156;46.5555129;16.556419;LocLevel.PRECISE
Ludas;1;747;47.7334096;20.0927852;LocLevel.PRECISE
Magyaralmás;1;1601;47.2956951;18.3241789;LocLevel.PRECISE
Magyarcsanád;1;1482;46.169666;20.6099339;LocLevel.PRECISE
Magyargéc;1;854;48.0837062;19.6009947;LocLevel.PRECISE
Magyarhertelend;1;654;46.1892361;18.1515426;LocLevel.PRECISE
Magyarpolány;1;1334;47.1685304;17.5468066;LocLevel.PRECISE
Magyarszecsőd;1;434;47.0363937;16.6499156;LocLevel.PRECISE
Mány;1;2504;49.0026397;6.5218763;LocLevel.PRECISE
Máriahalom;1;666;47.6277668;18.709023;LocLevel.PRECISE
Márok;1;428;31.1728205;-7.3362482;LocLevel.PRECISE
Mártély;1;1303;46.468773;20.238383;LocLevel.PRECISE
Mátételke;1;517;46.1611622;19.2782099;LocLevel.PRECISE
Mátranovák;1;1675;48.0387858;19.9814173;LocLevel.PRECISE
Mátraverebély;1;1903;47.9730296;19.778055;LocLevel.PRECISE
Mátyásdomb;1;735;46.9227631;18.3476776;LocLevel.PRECISE
Máza;1;1228;46.2730422;18.3981379;LocLevel.PRECISE
Medina;1;810;29.2836281;-99.1126826;LocLevel.PRECISE
Méhkerék;1;2112;46.7748493;21.4491781;LocLevel.PRECISE
Méhtelek;1;796;47.9318369;22.8475153;LocLevel.PRECISE
Mekényes;1;283;46.3894165;18.3336257;LocLevel.PRECISE
Mernye;1;1328;46.5087018;17.8199639;LocLevel.PRECISE
Mesteri;1;273;47.2255488;17.0869076;LocLevel.PRECISE
Mesterszállás;1;686;46.9538509;20.4308659;LocLevel.PRECISE
Meződ;1;118;46.28852;18.1021495;LocLevel.PRECISE
Mezőhék;1;332;46.9957193;20.3876133;LocLevel.PRECISE
Mezőnyárád;1;1615;47.8571142;20.6783222;LocLevel.PRECISE
Mezőszentgyörgy;1;1355;46.994048;18.2738432;LocLevel.PRECISE
Mezőtárkány;1;1600;47.7218712;20.4760816;LocLevel.PRECISE
Mezőzombor;1;2440;48.1528217;21.2594856;LocLevel.PRECISE
Mihályfa;1;353;46.9800828;17.1906724;LocLevel.PRECISE
Milejszeg;1;329;46.788773;16.7419837;LocLevel.PRECISE
Milota;1;1012;48.1035853;22.7803098;LocLevel.PRECISE
Mindszentgodisa;1;876;46.2294986;18.0730903;LocLevel.PRECISE
Mőcsény;1;338;46.2592031;18.590206;LocLevel.PRECISE
Moha;1;570;47.2430218;18.333815;LocLevel.PRECISE
Molnaszecsőd;1;417;47.0457997;16.6765889;LocLevel.PRECISE
Molvány;1;172;46.0284507;17.7454999;LocLevel.PRECISE
Monaj;1;260;48.3071697;20.9353562;LocLevel.PRECISE
Monostorapáti;1;1157;46.9248966;17.555335;LocLevel.PRECISE
Mórágy;1;753;46.2158276;18.6429525;LocLevel.PRECISE
Móricgát;1;464;46.6331654;19.6698133;LocLevel.PRECISE
Mozsgó;1;947;46.1140961;17.8445599;LocLevel.PRECISE
Murakeresztúr;1;1710;46.3613481;16.8755522;LocLevel.PRECISE
Muraszemenye;1;516;46.4762416;16.624633;LocLevel.PRECISE
Nagyacsád;1;661;47.365925;17.3725747;LocLevel.PRECISE
Nagyalásony;1;496;47.2302982;17.3565167;LocLevel.PRECISE
Nagyar;1;704;48.0571578;22.5528463;LocLevel.PRECISE
Nagybajcs;1;1006;47.7644567;17.6868931;LocLevel.PRECISE
Nagybánhegyes;1;1271;46.4591053;20.9017461;LocLevel.PRECISE
Nagyberény;1;1343;46.7982528;18.1639971;LocLevel.PRECISE
Nagycsány;1;136;45.8709133;17.9438198;LocLevel.PRECISE
Nagycsécs;1;802;47.9589129;20.9516929;LocLevel.PRECISE
Nagydém;1;353;47.4387396;17.6743212;LocLevel.PRECISE
Nagyfüged;1;1763;47.6819812;20.1038083;LocLevel.PRECISE
Nagygeresd;1;274;47.3948689;16.9322219;LocLevel.PRECISE
Nagygyimót;1;566;47.3392131;17.5498464;LocLevel.PRECISE
Nagyigmánd;1;2867;47.6350173;18.076194;LocLevel.PRECISE
Nagykereki;1;1387;47.1886494;21.7879759;LocLevel.PRECISE
Nagykorpád;1;570;46.2607467;17.455627;LocLevel.PRECISE
Nagykutas;1;464;46.9263674;16.8017518;LocLevel.PRECISE
Nagylengyel;1;474;46.778581;16.7633768;LocLevel.PRECISE
Nagylók;1;1086;46.9779055;18.6448306;LocLevel.PRECISE
Nagymaros;1;5068;47.7891142;18.9587262;LocLevel.PRECISE
Nagymizdó;1;112;46.992149;16.6548563;LocLevel.PRECISE
Nagyoroszi;1;2045;48.0038821;19.0913026;LocLevel.PRECISE
Nagypeterd;1;672;46.0477995;17.897168;LocLevel.PRECISE
Nagyréde;1;3290;47.7654882;19.8503473;LocLevel.PRECISE
Nagyrév;1;673;46.9456379;20.1426865;LocLevel.PRECISE
Nagyrozvágy;1;691;48.3432971;21.9197055;LocLevel.PRECISE
Nagyszekeres;1;558;47.9639167;22.609893;LocLevel.PRECISE
Nagyvázsony;1;1840;46.9835252;17.6984864;LocLevel.PRECISE
Nagyvejke;1;159;46.3773416;18.4444788;LocLevel.PRECISE
Nagyveleg;1;649;47.3597949;18.109919;LocLevel.PRECISE
Nak;1;526;46.4772118;18.0517396;LocLevel.PRECISE
Nemesgulács;1;1003;46.834759;17.4833775;LocLevel.PRECISE
Nemeskolta;1;371;47.1409175;16.7716183;LocLevel.PRECISE
Nemesnádudvar;1;1816;46.3392074;19.0521601;LocLevel.PRECISE
Nemespátró;1;286;46.3237677;17.0023277;LocLevel.PRECISE
Nemesrádó;1;328;46.7781374;16.9941633;LocLevel.PRECISE
Nick;1;548;47.4020181;17.0196686;LocLevel.PRECISE
Nógrádkövesd;1;662;47.874415;19.3737379;LocLevel.PRECISE
Nógrádszakál;1;670;48.1804348;19.5266015;LocLevel.PRECISE
Nőtincs;1;1172;47.8821597;19.1404797;LocLevel.PRECISE
Nyárád;1;955;47.2829876;17.3611691;LocLevel.PRECISE
Nyírgelse;1;1150;47.7613005;21.9725648;LocLevel.PRECISE
Nyírkáta;1;2097;47.8656535;22.2449619;LocLevel.PRECISE
Nyírkércs;1;783;48.0151567;22.0474572;LocLevel.PRECISE
Nyírmártonfalva;1;2033;47.5828901;21.9029176;LocLevel.PRECISE
Nyírparasznya;1;979;48.0254251;22.2759488;LocLevel.PRECISE
Nyírtass;1;2017;48.1157169;22.0230588;LocLevel.PRECISE
Nyomár;1;312;48.276117;20.8167734;LocLevel.PRECISE
Őcsény;1;2431;46.3118597;18.7589115;LocLevel.PRECISE
Öcsöd;1;3268;46.9012341;20.3897025;LocLevel.PRECISE
Olasz;1;633;46.0151645;18.411796;LocLevel.PRECISE
Old;1;346;45.7888785;18.3517467;LocLevel.PRECISE
Ömböly;1;472;47.7003504;22.2131551;LocLevel.PRECISE
Ónod;1;2430;48.0011319;20.9144159;LocLevel.PRECISE
Ópályi;1;3265;47.995763;22.3223431;LocLevel.PRECISE
Öregcsertő;1;785;46.5147994;19.1068902;LocLevel.PRECISE
Orfű;1;1082;46.1380554;18.1551995;LocLevel.PRECISE
Őriszentpéter;1;1166;46.8415658;16.4182244;LocLevel.PRECISE
Öskü;1;2231;47.1601175;18.0730921;LocLevel.PRECISE
Öttevény;1;3075;47.7250055;17.4885276;LocLevel.PRECISE
Ötvöskónyi;1;943;46.2875802;17.3599489;LocLevel.PRECISE
Páhi;1;1194;46.7131018;19.386505;LocLevel.PRECISE
Pakod;1;857;46.9569741;16.9941457;LocLevel.PRECISE
Pákozd;1;3375;47.2169395;18.5427666;LocLevel.PRECISE
Palé;1;104;46.2621157;18.0747755;LocLevel.PRECISE
Palotabozsok;1;866;46.1288343;18.6409628;LocLevel.PRECISE
Palotás;1;1592;47.7954248;19.5955271;LocLevel.PRECISE
Pápadereske;1;286;47.292502;17.4002198;LocLevel.PRECISE
Pápateszér;1;1223;47.3832729;17.6971193;LocLevel.PRECISE
Pápoc;1;290;47.4131032;17.128897;LocLevel.PRECISE
Papos;1;866;47.9857172;22.2493035;LocLevel.PRECISE
Parádsasvár;1;412;47.9121032;19.9780675;LocLevel.PRECISE
Parasznya;1;1173;48.1691585;20.6407414;LocLevel.PRECISE
Pári;1;669;48.8566969;2.3514616;LocLevel.PRECISE
Patosfa;1;258;46.1280182;17.6662853;LocLevel.PRECISE
Pázmándfalu;1;1072;47.5696422;17.7839964;LocLevel.PRECISE
Pecöl;1;796;47.2057033;16.8298041;LocLevel.PRECISE
Pécsely;1;588;46.9551435;17.7864493;LocLevel.PRECISE
Pécsudvard;1;814;46.0096664;18.276252;LocLevel.PRECISE
Pély;1;1473;47.491656;20.3415506;LocLevel.PRECISE
Penc;1;1563;47.8024259;19.2513708;LocLevel.PRECISE
Penyige;1;794;47.9983932;22.5682525;LocLevel.PRECISE
Pér;1;2577;39.6370289;-82.2044367;LocLevel.PRECISE
Pere;1;337;43.13568;0.30981;LocLevel.PRECISE
Petőfiszállás;1;1568;46.6204574;19.8614568;LocLevel.PRECISE
Petrivente;1;360;46.4402323;16.8402915;LocLevel.PRECISE
Piliny;1;608;48.1370361;19.5993272;LocLevel.PRECISE
Pilisjászfalu;1;1743;47.6541958;18.7935633;LocLevel.PRECISE
Pinkamindszent;1;187;47.0388438;16.4839124;LocLevel.PRECISE
Pogány;1;1287;45.9841107;18.2604675;LocLevel.PRECISE
Pogányszentpéter;1;507;46.3841252;17.0630142;LocLevel.PRECISE
Pókaszepetk;1;954;46.9256917;16.9685234;LocLevel.PRECISE
Porrog;1;209;46.2867589;17.0346835;LocLevel.PRECISE
Porrogszentkirály;1;283;46.2727845;17.0406746;LocLevel.PRECISE
Pötréte;1;280;46.6782671;16.9509894;LocLevel.PRECISE
Pula;1;198;44.8702281;13.8455311;LocLevel.PRECISE
Püspökhatvan;1;1422;47.77594;19.3660724;LocLevel.PRECISE
Pusztadobos;1;1542;48.0553214;22.2243114;LocLevel.PRECISE
Pusztafalu;1;209;48.5467171;21.4868106;LocLevel.PRECISE
Pusztakovácsi;1;847;46.5303827;17.5739763;LocLevel.PRECISE
Pusztamérges;1;1099;46.3284358;19.6857424;LocLevel.PRECISE
Pusztamiske;1;439;47.0627857;17.4478856;LocLevel.PRECISE
Pusztamonostor;1;1591;47.5543871;19.7957058;LocLevel.PRECISE
Pusztavám;1;2522;47.4293464;18.227975;LocLevel.PRECISE
Rábacsanak;1;510;47.5254922;17.2894666;LocLevel.PRECISE
Rábahídvég;1;970;47.0724997;16.7421425;LocLevel.PRECISE
Rábasebes;1;88;47.440063;17.2409711;LocLevel.PRECISE
Rábaszentmihály;1;502;47.5787949;17.4332382;LocLevel.PRECISE
Rábcakapi;1;170;47.7086192;17.2757237;LocLevel.PRECISE
Ráckeresztúr;1;3521;47.2739444;18.8340424;LocLevel.PRECISE
Radostyán;1;570;48.1800913;20.650349;LocLevel.PRECISE
Rajka;1;3548;47.997068;17.1960871;LocLevel.PRECISE
Raposka;1;255;46.8484058;17.4231011;LocLevel.PRECISE
Rásonysápberencs;1;548;48.3075536;20.9951446;LocLevel.PRECISE
Rátót;1;236;46.9643585;16.4264058;LocLevel.PRECISE
Rédics;1;915;46.6149423;16.4846742;LocLevel.PRECISE
Resznek;1;269;46.6619067;16.4742638;LocLevel.PRECISE
Révleányvár;1;485;48.3251271;22.0400413;LocLevel.PRECISE
Rezi;1;1364;46.8417988;17.2195985;LocLevel.PRECISE
Rinyaszentkirály;1;414;46.1529179;17.3889437;LocLevel.PRECISE
Rinyaújlak;1;312;46.0860014;17.4187643;LocLevel.PRECISE
Rohod;1;1278;48.0274402;22.1353208;LocLevel.PRECISE
Rönök;1;417;46.9778713;16.3599704;LocLevel.PRECISE
Rózsafa;1;359;46.0222315;17.8897265;LocLevel.PRECISE
Rozsály;1;777;47.9232387;22.8011193;LocLevel.PRECISE
Rum;1;1121;46.4610571;10.9882457;LocLevel.PRECISE
Ságújfalu;1;1002;48.1032679;19.6798175;LocLevel.PRECISE
Sajókápolna;1;402;48.1954279;20.6848762;LocLevel.PRECISE
Sajókaza;1;3116;48.2824625;20.5829851;LocLevel.PRECISE
Sajólászlófalva;1;446;48.1849579;20.6749923;LocLevel.PRECISE
Sajópetri;1;1552;48.0370432;20.8902964;LocLevel.PRECISE
Sajópüspöki;1;531;48.2803359;20.3445652;LocLevel.PRECISE
Salköveskút;1;480;47.2951022;16.6951518;LocLevel.PRECISE
Salomvár;1;597;46.8508064;16.6613357;LocLevel.PRECISE
Sámsonháza;1;279;47.986524;19.7241246;LocLevel.PRECISE
Sáregres;1;685;46.7814792;18.5973335;LocLevel.PRECISE
Sárkeresztes;1;1533;47.2525814;18.3525837;LocLevel.PRECISE
Sárpilis;1;707;46.2477636;18.7411445;LocLevel.PRECISE
Sarród;1;965;47.6343381;16.8608589;LocLevel.PRECISE
Sárszentlőrinc;1;1063;46.6260581;18.6066341;LocLevel.PRECISE
Sáska;1;292;50.9295798;13.4585052;LocLevel.PRECISE
Sátorhely;1;648;45.9414189;18.6317066;LocLevel.PRECISE
Sé;1;1402;59.6749712;14.5208584;LocLevel.PRECISE
Simonfa;1;373;46.2839544;17.8229682;LocLevel.PRECISE
Sirok;1;1771;47.9308649;20.1957821;LocLevel.PRECISE
Somodor;1;418;46.4760877;17.8421131;LocLevel.PRECISE
Somogyapáti;1;500;46.0946199;17.7499909;LocLevel.PRECISE
Somogyaracs;1;173;46.0566704;17.3916737;LocLevel.PRECISE
Somogydöröcske;1;152;46.5871942;18.0063187;LocLevel.PRECISE
Somogyegres;1;192;46.6757497;18.0268342;LocLevel.PRECISE
Somogyjád;1;1560;46.4914921;17.7158814;LocLevel.PRECISE
Somogyszentpál;1;814;46.6416151;17.4739383;LocLevel.PRECISE
Sopronhorpács;1;835;47.4838028;16.7387483;LocLevel.PRECISE
Sorkifalud;1;673;47.1306927;16.7510928;LocLevel.PRECISE
Sormás;1;897;46.4605637;16.9157999;LocLevel.PRECISE
Sóshartyán;1;916;48.0705596;19.6782076;LocLevel.PRECISE
Sóstófalva;1;256;48.1574067;20.9882307;LocLevel.PRECISE
Sümegcsehi;1;626;46.9425566;17.2178254;LocLevel.PRECISE
Szabadszentkirály;1;812;46.0063396;18.0421248;LocLevel.PRECISE
Szabás;1;576;46.2894071;17.4479189;LocLevel.PRECISE
Szabolcs;1;355;48.1718359;21.4954557;LocLevel.PRECISE
Szabolcsveresmart;1;1517;48.2949824;22.0227297;LocLevel.PRECISE
Szakály;1;1298;46.5244309;18.3839101;LocLevel.PRECISE
Szakmár;1;1245;46.5553977;19.075931;LocLevel.PRECISE
Szákszend;1;1487;47.5502393;18.1694103;LocLevel.PRECISE
Szalatnak;1;330;46.2891861;18.2801287;LocLevel.PRECISE
Szalmatercs;1;452;48.1220172;19.6375969;LocLevel.PRECISE
Szamosbecs;1;417;47.8619185;22.6898728;LocLevel.PRECISE
Szamossályi;1;735;47.9063781;22.6103075;LocLevel.PRECISE
Szamosújlak;1;377;47.9178077;22.5867083;LocLevel.PRECISE
Szápár;1;484;47.3171943;18.0371283;LocLevel.PRECISE
Szár;1;1692;47.4787964;18.5185002;LocLevel.PRECISE
Szarvaskend;1;227;46.9887881;16.6765639;LocLevel.PRECISE
Szátok;1;573;47.9565705;19.2324901;LocLevel.PRECISE
Szécsényfelfalu;1;414;48.1446808;19.5687975;LocLevel.PRECISE
Szegilong;1;258;48.2189752;21.4004425;LocLevel.PRECISE
Szegvár;1;4440;46.5851274;20.221903;LocLevel.PRECISE
Székely;1;1113;48.0598465;21.936369;LocLevel.PRECISE
Szeleste;1;661;47.3129566;16.8311576;LocLevel.PRECISE
Szelevény;1;1009;46.8034945;20.1973333;LocLevel.PRECISE
Szemely;1;480;46.008814;18.3269644;LocLevel.PRECISE
Szemenye;1;352;47.1015531;16.9067287;LocLevel.PRECISE
Szentegát;1;388;45.9776566;17.8237416;LocLevel.PRECISE
Szentgál;1;2824;47.1125816;17.7351064;LocLevel.PRECISE
Szentgyörgyvár;1;332;46.7569233;17.1308771;LocLevel.PRECISE
Szentpéterúr;1;1025;46.7583841;17.0383964;LocLevel.PRECISE
Szerecseny;1;776;47.4619347;17.5547417;LocLevel.PRECISE
Szigetbecse;1;1399;47.1305562;18.9491726;LocLevel.PRECISE
Szigetmonostor;1;2779;47.6896702;19.1009549;LocLevel.PRECISE
Szil;1;1366;47.5013162;17.2319589;LocLevel.PRECISE
Szilaspogony;1;309;48.1183435;20.0223576;LocLevel.PRECISE
Szilsárkány;1;720;47.5379828;17.2553253;LocLevel.PRECISE
Szokolya;1;1938;47.8667937;19.0089279;LocLevel.PRECISE
Szólád;1;586;46.7867708;17.8401811;LocLevel.PRECISE
Szőlősgyörök;1;1305;46.7080197;17.6755993;LocLevel.PRECISE
Szörény;1;73;45.9682407;17.6826909;LocLevel.PRECISE
Szorgalmatos;1;1043;47.9885971;21.3685792;LocLevel.PRECISE
Szűcsi;1;1535;47.8041906;19.7632166;LocLevel.PRECISE
Szügy;1;1467;48.0362011;19.3329648;LocLevel.PRECISE
Szuha;1;521;47.9781794;19.9176663;LocLevel.PRECISE
Tabajd;1;1012;47.4064587;18.6264073;LocLevel.PRECISE
Tabdi;1;1094;46.6846564;19.3077169;LocLevel.PRECISE
Tác;1;1758;-17.666667;-70.333333;LocLevel.PRECISE
Takácsi;1;871;47.4004007;17.4698442;LocLevel.PRECISE
Tarjánpuszta;1;416;47.505322;17.7861413;LocLevel.PRECISE
Tarnalelesz;1;1681;48.0567685;20.1805943;LocLevel.PRECISE
Tarnazsadány;1;1302;47.6770052;20.1616419;LocLevel.PRECISE
Tarpa;1;2761;48.1031244;22.5290514;LocLevel.PRECISE
Teklafalu;1;323;45.94974;17.7282742;LocLevel.PRECISE
Telkibánya;1;596;48.485603;21.3544735;LocLevel.PRECISE
Tenk;1;1220;47.6547494;20.340609;LocLevel.PRECISE
Tényő;1;1722;47.5406578;17.6456212;LocLevel.PRECISE
Tés;1;817;49.601984;95.63666172955419;LocLevel.PRECISE
Timár;1;1359;48.1543182;21.4610692;LocLevel.PRECISE
Tiszabecs;1;1596;48.0958244;22.8118061;LocLevel.PRECISE
Tiszabercel;1;1869;48.1565239;21.6493885;LocLevel.PRECISE
Tiszacsermely;1;574;48.2334465;21.7995824;LocLevel.PRECISE
Tiszaderzs;1;1158;47.5130513;20.642349;LocLevel.PRECISE
Tiszagyulaháza;1;718;47.9430884;21.1413026;LocLevel.PRECISE
Tiszakerecseny;1;1048;48.2587093;22.3000932;LocLevel.PRECISE
Tiszakeszi;1;2632;47.7882813;20.99462;LocLevel.PRECISE
Tiszapalkonya;1;1454;47.8864687;21.0545682;LocLevel.PRECISE
Tiszaszentmárton;1;1220;48.3759219;22.2334021;LocLevel.PRECISE
Tiszavalk;1;303;47.6895637;20.7504616;LocLevel.PRECISE
Tiszavid;1;607;48.1948094;22.294551;LocLevel.PRECISE
Tófej;1;690;46.6675957;16.8000458;LocLevel.PRECISE
Tokorcs;1;366;47.2697913;17.0997957;LocLevel.PRECISE
Tolmács;1;754;47.9294431;19.1090835;LocLevel.PRECISE
Tolnanémedi;1;1018;46.7141878;18.4739246;LocLevel.PRECISE
Tompaládony;1;324;47.3805647;16.8837579;LocLevel.PRECISE
Tornanádaska;1;768;48.5601057;20.7859641;LocLevel.PRECISE
Tornyiszentmiklós;1;542;46.5161673;16.5563863;LocLevel.PRECISE
Tornyosnémeti;1;532;48.5204945;21.2507657;LocLevel.PRECISE
Törtel;1;4234;47.122487;19.9386111;LocLevel.PRECISE
Trizs;1;208;48.4264328;20.4942004;LocLevel.PRECISE
Tüskevár;1;572;47.1184427;17.3129078;LocLevel.PRECISE
Tuzsér;1;3583;48.3434133;22.118663;LocLevel.PRECISE
Újbarok;1;433;47.4785356;18.557874;LocLevel.PRECISE
Újkenéz;1;1022;48.2498882;22.2242701;LocLevel.PRECISE
Újkér;1;1000;47.463142;16.8145095;LocLevel.PRECISE
Újlengyel;1;1750;47.2322939;19.444332;LocLevel.PRECISE
Újpetre;1;1032;45.9366673;18.3635782;LocLevel.PRECISE
Újrónafő;1;871;47.8107082;17.2019677;LocLevel.PRECISE
Újszentiván;1;2028;46.1869538;20.1807357;LocLevel.PRECISE
Újtikos;1;864;47.9165761;21.1711197;LocLevel.PRECISE
Ukk;1;350;47.0437358;17.2140901;LocLevel.PRECISE
Vácegres;1;899;47.6751335;19.3656575;LocLevel.PRECISE
Vácszentlászló;1;2141;47.5735196;19.5366483;LocLevel.PRECISE
Vadna;1;627;48.2748228;20.5570532;LocLevel.PRECISE
Vajdácska;1;1272;48.319138;21.6542714;LocLevel.PRECISE
Vál;1;2588;43.4390685;6.0733753;LocLevel.PRECISE
Vállus;1;127;46.8432453;17.302366;LocLevel.PRECISE
Vámoscsalád;1;307;47.3898168;16.9709168;LocLevel.PRECISE
Vámosújfalu;1;732;48.2576097;21.4503435;LocLevel.PRECISE
Vanyarc;1;1223;47.8237001;19.4524132;LocLevel.PRECISE
Varászló;1;155;46.4348111;17.217243;LocLevel.PRECISE
Várdomb;1;1190;46.2477218;18.6873621;LocLevel.PRECISE
Várfölde;1;188;46.5553645;16.7613878;LocLevel.PRECISE
Várkesző;1;180;47.429224;17.3153411;LocLevel.PRECISE
Várong;1;159;46.5268329;18.0454278;LocLevel.PRECISE
Varsád;1;391;46.5246541;18.5192516;LocLevel.PRECISE
Várvölgy;1;1060;46.8669115;17.2975984;LocLevel.PRECISE
Vaspör;1;336;46.9167061;16.6432661;LocLevel.PRECISE
Vasszentmihály;1;348;46.9692493;16.4074373;LocLevel.PRECISE
Vérteskethely;1;595;47.4853613;18.0814667;LocLevel.PRECISE
Vértestolna;1;572;47.6243321;18.4583302;LocLevel.PRECISE
Villány;1;2307;45.8697644;18.4555208;LocLevel.PRECISE
Villánykövesd;1;264;45.8805828;18.4252542;LocLevel.PRECISE
Vilmány;1;1474;48.4160621;21.2315498;LocLevel.PRECISE
Vinár;1;237;47.3107601;17.2822981;LocLevel.PRECISE
Visegrád;1;1846;47.7846496;18.9703963;LocLevel.PRECISE
Visonta;1;1250;47.779705;20.0269417;LocLevel.PRECISE
Viss;1;663;48.2158671;21.5030195;LocLevel.PRECISE
Visz;1;198;46.7260307;17.7830711;LocLevel.PRECISE
Vokány;1;845;45.9114812;18.3362045;LocLevel.PRECISE
Völcsej;1;406;47.4979685;16.7629544;LocLevel.PRECISE
Vörs;1;509;46.6654371;17.2703932;LocLevel.PRECISE
Zabar;1;490;48.1349437;20.0437337;LocLevel.PRECISE
Zádorfalva;1;512;48.3867552;20.4847849;LocLevel.PRECISE
Zala;1;247;46.6713343;16.8894692;LocLevel.PRECISE
Zalabér;1;735;46.973973;17.0285071;LocLevel.PRECISE
Zalaszentjakab;1;320;46.4875667;17.1297151;LocLevel.PRECISE
Zalatárnok;1;626;46.7009103;16.7577638;LocLevel.PRECISE
Zaránk;1;451;47.6429101;20.1032153;LocLevel.PRECISE
Zók;1;300;46.011664;18.0974489;LocLevel.PRECISE
Zomba;1;2029;-15.3863208;35.3268273;LocLevel.PRECISE
Zsámbok;1;2531;47.5431221;19.6066136;LocLevel.PRECISE
Zsédeny;1;216;47.3406065;16.9046604;LocLevel.PRECISE
